"","ChunkHash","B"
"387",1496,-8.01035958891978
"388",1512,-8.01035958891978
"389",1513,-8.01035958891978
"390",1574,-8.01035958891978
"391",1877,-8.01035958891978
"392",2131,-8.01035958891978
"393",2167,-8.01035958891978
"394",2232,-8.01035958891978
"395",2282,-8.01035958891978
"396",2320,-8.01035958891978
"397",2371,-8.01035958891978
"398",2587,-8.01035958891978
"399",2604,-8.01035958891978
"400",2625,-8.01035958891978
"401",2875,-8.01035958891978
"402",3270,-8.01035958891978
"403",3299,-8.01035958891978
"404",3300,-8.01035958891978
"405",3327,-8.01035958891978
"406",3410,-8.01035958891978
"407",3498,-8.01035958891978
"408",3533,-8.01035958891978
"409",3539,-8.01035958891978
"410",3753,-8.01035958891978
"411",3765,-8.01035958891978
"412",3771,-8.01035958891978
"413",3837,-8.01035958891978
"414",3839,-8.01035958891978
"415",3888,-8.01035958891978
"416",4207,-8.01035958891978
"417",4412,-8.01035958891978
"418",4646,-8.01035958891978
"419",4674,-8.01035958891978
"420",4759,-8.01035958891978
"421",4777,-8.01035958891978
"422",5136,-8.01035958891978
"423",5229,-8.01035958891978
"424",5253,-8.01035958891978
"425",5359,-8.01035958891978
"426",5380,-8.01035958891978
"427",5382,-8.01035958891978
"428",5387,-8.01035958891978
"429",5548,-8.01035958891978
"430",5564,-8.01035958891978
"431",5623,-8.01035958891978
"432",5713,-8.01035958891978
"433",5817,-8.01035958891978
"434",5932,-8.01035958891978
"435",5946,-8.01035958891978
"436",5985,-8.01035958891978
"437",6018,-8.01035958891978
"438",6185,-8.01035958891978
"439",6282,-8.01035958891978
"440",6369,-8.01035958891978
"441",6385,-8.01035958891978
"442",6484,-8.01035958891978
"443",7178,-8.01035958891978
"444",7180,-8.01035958891978
"445",7299,-8.01035958891978
"446",7307,-8.01035958891978
"447",7476,-8.01035958891978
"448",7513,-8.01035958891978
"449",7654,-8.01035958891978
"450",7685,-8.01035958891978
"451",7732,-8.01035958891978
"452",8063,-8.01035958891978
"453",8221,-8.01035958891978
"454",8488,-8.01035958891978
"455",8695,-8.01035958891978
"456",8716,-8.01035958891978
"457",8717,-8.01035958891978
"458",8962,-8.01035958891978
"459",8965,-8.01035958891978
"460",9130,-8.01035958891978
"461",9303,-8.01035958891978
"462",9429,-8.01035958891978
"463",9539,-8.01035958891978
"464",9574,-8.01035958891978
"465",9597,-8.01035958891978
"466",9602,-8.01035958891978
"467",9664,-8.01035958891978
"468",9777,-8.01035958891978
"469",9781,-8.01035958891978
"470",9842,-8.01035958891978
"471",9875,-8.01035958891978
"472",9897,-8.01035958891978
"473",9898,-8.01035958891978
"474",9982,-8.01035958891978
"475",10005,-8.01035958891978
"476",10030,-8.01035958891978
"477",10196,-8.01035958891978
"478",10344,-8.01035958891978
"479",10566,-8.01035958891978
"480",10915,-8.01035958891978
"481",10924,-8.01035958891978
"482",10980,-8.01035958891978
"483",10983,-8.01035958891978
"484",11497,-8.01035958891978
"485",11648,-8.01035958891978
"486",11657,-8.01035958891978
"487",11891,-8.01035958891978
"488",12249,-8.01035958891978
"489",12291,-8.01035958891978
"490",12441,-8.01035958891978
"491",12448,-8.01035958891978
"492",12583,-8.01035958891978
"493",12588,-8.01035958891978
"494",12614,-8.01035958891978
"495",13103,-8.01035958891978
"496",13228,-8.01035958891978
"497",13230,-8.01035958891978
"498",13312,-8.01035958891978
"499",13577,-8.01035958891978
"500",13689,-8.01035958891978
"501",13728,-8.01035958891978
"502",13742,-8.01035958891978
"503",13807,-8.01035958891978
"504",13967,-8.01035958891978
"505",13969,-8.01035958891978
"506",14085,-8.01035958891978
"507",14244,-8.01035958891978
"508",14464,-8.01035958891978
"509",14788,-8.01035958891978
"510",14808,-8.01035958891978
"511",15201,-8.01035958891978
"512",15202,-8.01035958891978
"513",15203,-8.01035958891978
"514",15338,-8.01035958891978
"515",15453,-8.01035958891978
"516",15459,-8.01035958891978
"517",15783,-8.01035958891978
"518",16518,-8.01035958891978
"519",16533,-8.01035958891978
"520",16621,-8.01035958891978
"521",16669,-8.01035958891978
"522",16744,-8.01035958891978
"523",16830,-8.01035958891978
"524",17100,-8.01035958891978
"525",17102,-8.01035958891978
"526",17161,-8.01035958891978
"527",17167,-8.01035958891978
"528",17273,-8.01035958891978
"529",17338,-8.01035958891978
"530",17796,-8.01035958891978
"531",18382,-8.01035958891978
"532",18391,-8.01035958891978
"533",18500,-8.01035958891978
"534",18684,-8.01035958891978
"535",18686,-8.01035958891978
"536",18711,-8.01035958891978
"537",18715,-8.01035958891978
"538",18751,-8.01035958891978
"539",18792,-8.01035958891978
"540",19057,-8.01035958891978
"541",19280,-8.01035958891978
"542",19325,-8.01035958891978
"543",19326,-8.01035958891978
"544",19376,-8.01035958891978
"545",19468,-8.01035958891978
"546",19550,-8.01035958891978
"547",19566,-8.01035958891978
"548",19691,-8.01035958891978
"549",19707,-8.01035958891978
"550",19939,-8.01035958891978
"551",21070,-8.01035958891978
"552",21132,-8.01035958891978
"553",21230,-8.01035958891978
"554",21299,-8.01035958891978
"555",21866,-8.01035958891978
"556",21959,-8.01035958891978
"557",22006,-8.01035958891978
"558",22012,-8.01035958891978
"559",22082,-8.01035958891978
"560",22153,-8.01035958891978
"561",22352,-8.01035958891978
"562",22405,-8.01035958891978
"563",22406,-8.01035958891978
"564",22833,-8.01035958891978
"565",22879,-8.01035958891978
"566",22993,-8.01035958891978
"567",22999,-8.01035958891978
"568",23261,-8.01035958891978
"569",23263,-8.01035958891978
"570",23373,-8.01035958891978
"571",23702,-8.01035958891978
"572",23821,-8.01035958891978
"573",23867,-8.01035958891978
"574",24596,-8.01035958891978
"575",24762,-8.01035958891978
"576",25009,-8.01035958891978
"577",25074,-8.01035958891978
"578",25282,-8.01035958891978
"579",25283,-8.01035958891978
"580",25731,-8.01035958891978
"581",25827,-8.01035958891978
"582",25844,-8.01035958891978
"583",25955,-8.01035958891978
"584",26049,-8.01035958891978
"585",26265,-8.01035958891978
"586",26284,-8.01035958891978
"587",27086,-8.01035958891978
"588",27263,-8.01035958891978
"589",27383,-8.01035958891978
"590",27772,-8.01035958891978
"591",27774,-8.01035958891978
"592",27793,-8.01035958891978
"593",27886,-8.01035958891978
"594",27907,-8.01035958891978
"595",28077,-8.01035958891978
"596",28281,-8.01035958891978
"597",28284,-8.01035958891978
"598",28484,-8.01035958891978
"599",28568,-8.01035958891978
"600",28569,-8.01035958891978
"601",28621,-8.01035958891978
"602",28757,-8.01035958891978
"603",28778,-8.01035958891978
"604",28828,-8.01035958891978
"605",29074,-8.01035958891978
"606",29541,-8.01035958891978
"607",29545,-8.01035958891978
"608",29573,-8.01035958891978
"609",29762,-8.01035958891978
"610",29790,-8.01035958891978
"611",29968,-8.01035958891978
"612",29993,-8.01035958891978
"613",30382,-8.01035958891978
"614",30557,-8.01035958891978
"615",30558,-8.01035958891978
"616",30970,-8.01035958891978
"617",30973,-8.01035958891978
"618",31194,-8.01035958891978
"619",31296,-8.01035958891978
"620",31714,-8.01035958891978
"621",31948,-8.01035958891978
"622",31973,-8.01035958891978
"623",32461,-8.01035958891978
"624",32590,-8.01035958891978
"625",33204,-8.01035958891978
"626",33503,-8.01035958891978
"627",34111,-8.01035958891978
"628",34208,-8.01035958891978
"629",34354,-8.01035958891978
"630",34479,-8.01035958891978
"631",34543,-8.01035958891978
"632",34553,-8.01035958891978
"633",34925,-8.01035958891978
"634",34926,-8.01035958891978
"635",35798,-8.01035958891978
"636",35925,-8.01035958891978
"637",36404,-8.01035958891978
"638",36581,-8.01035958891978
"639",36585,-8.01035958891978
"640",36607,-8.01035958891978
"641",36685,-8.01035958891978
"642",38177,-8.01035958891978
"643",38594,-8.01035958891978
"644",38801,-8.01035958891978
"645",38804,-8.01035958891978
"646",38862,-8.01035958891978
"647",39064,-8.01035958891978
"648",39103,-8.01035958891978
"649",39194,-8.01035958891978
"650",39230,-8.01035958891978
"651",39293,-8.01035958891978
"652",39580,-8.01035958891978
"653",40010,-8.01035958891978
"654",40192,-8.01035958891978
"655",40215,-8.01035958891978
"656",40216,-8.01035958891978
"657",40557,-8.01035958891978
"658",40665,-8.01035958891978
"659",40767,-8.01035958891978
"660",40859,-8.01035958891978
"661",41133,-8.01035958891978
"662",41223,-8.01035958891978
"663",41224,-8.01035958891978
"664",41476,-8.01035958891978
"665",41674,-8.01035958891978
"666",41931,-8.01035958891978
"667",41996,-8.01035958891978
"668",42145,-8.01035958891978
"669",42667,-8.01035958891978
"670",42670,-8.01035958891978
"671",42783,-8.01035958891978
"672",42929,-8.01035958891978
"673",43110,-8.01035958891978
"674",43111,-8.01035958891978
"675",43112,-8.01035958891978
"676",43113,-8.01035958891978
"677",43458,-8.01035958891978
"678",45149,-8.01035958891978
"679",45398,-8.01035958891978
"680",45476,-8.01035958891978
"681",45499,-8.01035958891978
"682",45768,-8.01035958891978
"683",46258,-8.01035958891978
"684",47285,-8.01035958891978
"685",47286,-8.01035958891978
"686",47810,-8.01035958891978
"687",48027,-8.01035958891978
"688",48081,-8.01035958891978
"689",48175,-8.01035958891978
"690",48180,-8.01035958891978
"691",48368,-8.01035958891978
"692",48395,-8.01035958891978
"693",48612,-8.01035958891978
"694",48783,-8.01035958891978
"695",49498,-8.01035958891978
"696",49598,-8.01035958891978
"697",49720,-8.01035958891978
"698",49917,-8.01035958891978
"699",50095,-8.01035958891978
"700",50203,-8.01035958891978
"701",50530,-8.01035958891978
"702",51228,-8.01035958891978
"703",51251,-8.01035958891978
"704",51572,-8.01035958891978
"705",51603,-8.01035958891978
"706",51711,-8.01035958891978
"707",52260,-8.01035958891978
"708",52279,-8.01035958891978
"709",52289,-8.01035958891978
"710",52462,-8.01035958891978
"711",53029,-8.01035958891978
"712",53162,-8.01035958891978
"713",53356,-8.01035958891978
"714",53375,-8.01035958891978
"715",53511,-8.01035958891978
"716",54006,-8.01035958891978
"717",54019,-8.01035958891978
"718",54928,-8.01035958891978
"719",54976,-8.01035958891978
"720",55114,-8.01035958891978
"721",55179,-8.01035958891978
"722",55293,-8.01035958891978
"723",55541,-8.01035958891978
"724",55641,-8.01035958891978
"725",55834,-8.01035958891978
"726",55838,-8.01035958891978
"727",55912,-8.01035958891978
"728",55928,-8.01035958891978
"729",56105,-8.01035958891978
"730",56498,-8.01035958891978
"731",57192,-8.01035958891978
"732",57299,-8.01035958891978
"733",57429,-8.01035958891978
"734",57663,-8.01035958891978
"735",58223,-8.01035958891978
"736",58603,-8.01035958891978
"737",58604,-8.01035958891978
"738",58708,-8.01035958891978
"739",58752,-8.01035958891978
"740",58908,-8.01035958891978
"741",58910,-8.01035958891978
"742",58911,-8.01035958891978
"743",58985,-8.01035958891978
"744",59153,-8.01035958891978
"745",59192,-8.01035958891978
"746",59195,-8.01035958891978
"747",59946,-8.01035958891978
"748",60198,-8.01035958891978
"749",60548,-8.01035958891978
"750",60863,-8.01035958891978
"751",61195,-8.01035958891978
"752",61250,-8.01035958891978
"753",61251,-8.01035958891978
"754",61252,-8.01035958891978
"755",61772,-8.01035958891978
"756",61827,-8.01035958891978
"757",61829,-8.01035958891978
"758",61919,-8.01035958891978
"759",61937,-8.01035958891978
"760",62767,-8.01035958891978
"761",62780,-8.01035958891978
"762",62881,-8.01035958891978
"763",63831,-8.01035958891978
"764",64211,-8.01035958891978
"765",64397,-8.01035958891978
"766",64841,-8.01035958891978
"767",64933,-8.01035958891978
"768",65002,-8.01035958891978
"769",65005,-8.01035958891978
"770",65087,-8.01035958891978
"771",65330,-8.01035958891978
"772",65664,-8.01035958891978
"773",66062,-8.01035958891978
"774",66110,-8.01035958891978
"775",66522,-8.01035958891978
"776",67242,-8.01035958891978
"777",67243,-8.01035958891978
"778",67455,-8.01035958891978
"779",67495,-8.01035958891978
"780",67728,-8.01035958891978
"781",67843,-8.01035958891978
"782",67994,-8.01035958891978
"783",68094,-8.01035958891978
"784",68244,-8.01035958891978
"785",68365,-8.01035958891978
"786",68787,-8.01035958891978
"787",68789,-8.01035958891978
"788",69340,-8.01035958891978
"789",69459,-8.01035958891978
"790",69464,-8.01035958891978
"791",69496,-8.01035958891978
"792",69769,-8.01035958891978
"793",69882,-8.01035958891978
"794",70257,-8.01035958891978
"795",70262,-8.01035958891978
"796",70383,-8.01035958891978
"797",70416,-8.01035958891978
"798",70420,-8.01035958891978
"799",70472,-8.01035958891978
"800",70684,-8.01035958891978
"801",70687,-8.01035958891978
"802",70871,-8.01035958891978
"803",70894,-8.01035958891978
"804",70895,-8.01035958891978
"805",70923,-8.01035958891978
"806",71210,-8.01035958891978
"807",71310,-8.01035958891978
"808",71399,-8.01035958891978
"809",71803,-8.01035958891978
"810",71849,-8.01035958891978
"811",71971,-8.01035958891978
"812",71978,-8.01035958891978
"813",73249,-8.01035958891978
"814",73250,-8.01035958891978
"815",73555,-8.01035958891978
"816",74249,-8.01035958891978
"817",74707,-8.01035958891978
"818",74984,-8.01035958891978
"819",75081,-8.01035958891978
"820",75469,-8.01035958891978
"821",76714,-8.01035958891978
"822",76720,-8.01035958891978
"823",77057,-8.01035958891978
"824",77195,-8.01035958891978
"825",77969,-8.01035958891978
"826",78986,-8.01035958891978
"827",79034,-8.01035958891978
"828",79570,-8.01035958891978
"829",79723,-8.01035958891978
"830",80233,-8.01035958891978
"831",80521,-8.01035958891978
"832",80591,-8.01035958891978
"833",80795,-8.01035958891978
"834",81055,-8.01035958891978
"835",81299,-8.01035958891978
"836",81960,-8.01035958891978
"837",81964,-8.01035958891978
"838",82005,-8.01035958891978
"839",82533,-8.01035958891978
"840",82702,-8.01035958891978
"841",82810,-8.01035958891978
"842",83258,-8.01035958891978
"843",83558,-8.01035958891978
"844",84131,-8.01035958891978
"845",84393,-8.01035958891978
"846",84395,-8.01035958891978
"847",85369,-8.01035958891978
"848",85581,-8.01035958891978
"849",85611,-8.01035958891978
"850",85612,-8.01035958891978
"851",86356,-8.01035958891978
"852",86567,-8.01035958891978
"853",86880,-8.01035958891978
"854",86906,-8.01035958891978
"855",87010,-8.01035958891978
"856",88927,-8.01035958891978
"857",88958,-8.01035958891978
"858",89089,-8.01035958891978
"859",89094,-8.01035958891978
"860",89095,-8.01035958891978
"861",89516,-8.01035958891978
"862",90085,-8.01035958891978
"863",90086,-8.01035958891978
"864",90118,-8.01035958891978
"865",90760,-8.01035958891978
"866",91540,-8.01035958891978
"867",91851,-8.01035958891978
"868",92044,-8.01035958891978
"869",92709,-8.01035958891978
"870",93228,-8.01035958891978
"871",93406,-8.01035958891978
"872",93617,-8.01035958891978
"873",93955,-8.01035958891978
"874",93958,-8.01035958891978
"875",94614,-8.01035958891978
"876",94905,-8.01035958891978
"877",96126,-8.01035958891978
"878",96624,-8.01035958891978
"879",96693,-8.01035958891978
"880",98346,-8.01035958891978
"881",98563,-8.01035958891978
"882",98564,-8.01035958891978
"883",98766,-8.01035958891978
"884",99187,-8.01035958891978
"885",99188,-8.01035958891978
"886",99189,-8.01035958891978
"887",99500,-8.01035958891978
"888",99568,-8.01035958891978
"889",99681,-8.01035958891978
"890",99845,-8.01035958891978
"891",100049,-8.01035958891978
"892",100077,-8.01035958891978
"893",100079,-8.01035958891978
"894",100080,-8.01035958891978
"895",100241,-8.01035958891978
"896",100548,-8.01035958891978
"897",100810,-8.01035958891978
"898",100982,-8.01035958891978
"899",101598,-8.01035958891978
"900",101643,-8.01035958891978
"901",101652,-8.01035958891978
"902",101705,-8.01035958891978
"903",102476,-8.01035958891978
"904",102959,-8.01035958891978
"905",102960,-8.01035958891978
"906",102962,-8.01035958891978
"907",103011,-8.01035958891978
"908",104096,-8.01035958891978
"909",104267,-8.01035958891978
"910",104647,-8.01035958891978
"911",104859,-8.01035958891978
"912",104962,-8.01035958891978
"913",105371,-8.01035958891978
"914",106377,-8.01035958891978
"915",106379,-8.01035958891978
"916",107114,-8.01035958891978
"917",107797,-8.01035958891978
"918",107815,-8.01035958891978
"919",107941,-8.01035958891978
"920",108299,-8.01035958891978
"921",108620,-8.01035958891978
"922",108711,-8.01035958891978
"923",109420,-8.01035958891978
"924",109497,-8.01035958891978
"925",109554,-8.01035958891978
"926",109686,-8.01035958891978
"927",110303,-8.01035958891978
"928",111012,-8.01035958891978
"929",111086,-8.01035958891978
"930",111292,-8.01035958891978
"931",111294,-8.01035958891978
"932",111376,-8.01035958891978
"933",111418,-8.01035958891978
