"","user_screen_name","topHashtag","hashtagUsedP","d","NCell","DVName","maxNP","totN"
"152","twitter_ru",TRUE,TRUE,1.5,9,"topHashtagPost",FALSE,53
"153","twitter_ru",TRUE,FALSE,1.6,37,"topHashtagPost",FALSE,NA
"154","twitter_ru",FALSE,FALSE,1.6,635,"topHashtagPost",FALSE,NA
"155","twitter_ru",FALSE,TRUE,1.6,5,"topHashtagPost",FALSE,53
"156","twitter_ru",TRUE,TRUE,1.6,9,"topHashtagPost",FALSE,53
"157","twitter_ru",TRUE,FALSE,1.8,37,"topHashtagPost",FALSE,NA
"158","twitter_ru",FALSE,FALSE,1.8,635,"topHashtagPost",FALSE,NA
"159","twitter_ru",FALSE,TRUE,1.8,5,"topHashtagPost",FALSE,53
"160","twitter_ru",TRUE,TRUE,1.8,9,"topHashtagPost",FALSE,53
"161","twitter_ru",TRUE,FALSE,2,38,"topHashtagPost",FALSE,NA
"162","twitter_ru",FALSE,FALSE,2,634,"topHashtagPost",FALSE,NA
"163","twitter_ru",FALSE,TRUE,2,6,"topHashtagPost",FALSE,53
"164","twitter_ru",TRUE,TRUE,2,8,"topHashtagPost",FALSE,53
"165","twitter_ru",TRUE,FALSE,5,39,"topHashtagPost",FALSE,NA
"166","twitter_ru",FALSE,FALSE,5,633,"topHashtagPost",FALSE,NA
"167","twitter_ru",FALSE,TRUE,5,7,"topHashtagPost",FALSE,53
"168","twitter_ru",TRUE,TRUE,5,7,"topHashtagPost",FALSE,53
"169","twitter_ru",TRUE,FALSE,10,39,"topHashtagPost",FALSE,NA
"170","twitter_ru",FALSE,FALSE,10,633,"topHashtagPost",FALSE,NA
"171","twitter_ru",FALSE,TRUE,10,7,"topHashtagPost",FALSE,53
"172","twitter_ru",TRUE,TRUE,10,7,"topHashtagPost",FALSE,53
"173","twitter_ru",TRUE,FALSE,20,39,"topHashtagPost",FALSE,NA
"174","twitter_ru",FALSE,FALSE,20,633,"topHashtagPost",FALSE,NA
"175","twitter_ru",FALSE,TRUE,20,7,"topHashtagPost",FALSE,53
"176","twitter_ru",TRUE,TRUE,20,7,"topHashtagPost",FALSE,53
